row ID,TARGET_LABEL
Row712,0
Row714,0
Row718,0
Row719,0
Row720,0
Row725,0
Row732,0
Row738,0
Row739,0
Row741,0
Row742,0
Row743,0
Row744,0
Row745,0
Row747,0
Row748,0
Row749,0
Row754,0
Row756,0
Row757,0
Row759,0
Row764,0
Row765,0
Row769,0
Row773,0
Row774,0
Row775,0
Row778,0
Row781,0
Row782,0
Row786,0
Row787,0
Row797,0
Row802,0
Row804,0
Row806,0
Row814,0
Row816,0
Row831,0
Row833,0
Row834,0
Row841,0
Row842,0
Row843,0
Row844,0
Row851,0
Row853,0
Row854,0
Row856,0
Row858,0
Row864,0
Row865,0
Row867,0
Row872,0
Row873,0
Row878,0
Row879,0
Row881,0
Row882,0
Row895,0
Row896,0
Row897,0
Row899,0
Row902,0
Row903,0
Row904,0
Row906,0
Row907,0
Row911,0
Row915,0
Row917,0
Row918,0
Row933,0
Row936,0
Row937,0
Row940,0
Row941,0
Row945,0
Row949,0
Row950,0
Row953,0
Row955,0
Row961,0
Row965,0
Row970,0
Row977,0
Row981,0
Row982,0
Row985,0
Row987,0
Row991,0
Row999,0
Row1006,0
Row1008,0
Row1011,0
Row1012,0
Row1014,0
Row1015,0
Row1019,0
Row1024,0
Row1026,0
Row1029,0
Row1040,0
Row1041,0
Row1043,0
Row1044,0
Row1052,0
Row1053,0
Row1054,0
Row1055,0
Row1067,0
Row1073,0
Row1074,0
Row1077,0
Row1083,0
Row1084,0
Row1088,0
Row1098,0
Row1102,0
Row1110,0
Row1114,0
Row1119,0
Row1120,0
Row1121,0
Row1134,0
Row1136,0
Row1147,0
Row1149,0
Row1157,0
Row1161,0
Row1168,0
Row1169,0
Row1171,0
Row1173,0
Row1179,0
Row1184,0
Row1189,0
Row1200,0
Row1202,0
Row1203,0
Row1206,0
Row1211,0
Row1212,0
Row1218,0
Row1220,0
Row1224,0
Row1225,0
Row1233,0
Row1237,0
Row1241,0
Row1244,0
Row1249,0
Row1252,0
Row1256,0
Row1258,0
Row1262,0
Row1269,0
Row1271,0
Row1280,0
Row1284,0
Row1293,0
Row1295,0
Row1300,0
Row1301,0
Row1307,0
Row1310,0
Row1312,0
Row1322,0
Row1325,0
Row1331,0
Row1335,0
Row1338,0
Row1339,0
Row1343,0
Row1357,0
Row1358,0
Row1367,0
Row1368,0
Row1370,0
Row1372,0
Row1374,0
Row1379,0
Row1382,0
Row1383,0
Row1384,0
Row1389,0
Row1391,0
Row1392,0
Row1398,0
Row1405,0
Row1406,0
Row1412,0
Row1415,0
Row1416,0
Row1427,0
Row1429,0
Row1432,0
Row1442,0
Row1443,0
Row1450,0
Row1454,0
Row1455,0
Row1458,0
Row1461,0
Row1463,0
Row1464,0
Row1468,0
Row1469,0
Row1472,0
Row1478,0
Row1479,0
Row1480,0
Row1482,0
Row1485,0
Row1492,0
Row1495,0
Row1499,0
Row1500,0
Row1502,0
Row1503,0
Row1505,0
Row1506,0
Row1507,0
Row1518,0
Row1523,0
Row1524,0
Row1530,0
Row1535,0
Row1537,0
Row1542,0
Row1549,0
Row1550,0
Row1553,0
Row1559,0
Row1566,0
Row1570,0
Row1574,0
Row1575,0
Row1577,0
Row1578,0
Row1579,0
Row1581,0
Row1583,0
Row1589,0
Row1591,0
Row1592,0
Row1593,0
Row1599,0
Row1602,0
Row1603,0
Row1606,0
Row1607,0
Row1609,0
Row1612,0
Row1615,0
Row1617,0
Row1619,0
Row1623,0
Row1628,0
Row1629,0
Row1630,0
Row1633,0
Row1642,0
Row1643,0
Row1644,0
Row1650,0
Row1651,0
Row1653,0
Row1656,0
Row1659,0
Row1660,0
Row1662,0
Row1664,0
Row1666,0
Row1667,0
Row1668,0
Row1677,0
Row1692,0
Row1696,0
Row1700,0
Row1702,0
Row1707,0
Row1710,0
Row1713,0
Row1714,0
Row1719,0
Row1725,0
Row1727,0
Row1729,0
Row1736,0
Row1740,0
Row1748,0
Row1753,0
Row1755,0
Row1764,0
Row1769,0
Row1770,0
Row1771,0
Row1776,0
Row1783,0
Row1785,0
Row1787,0
Row1793,0
Row1795,0
Row1799,0
Row1801,0
Row1804,0
Row1805,0
Row1807,0
Row1810,0
Row1813,0
Row1815,0
Row1816,0
Row1822,0
Row1827,0
Row1832,0
Row1836,0
Row1844,0
Row1853,0
Row1862,0
Row1868,0
Row1869,0
Row1870,0
Row1884,0
Row1889,0
Row1890,0
Row1893,0
Row1897,0
Row1898,0
Row1900,0
Row1901,0
Row1904,0
Row1905,0
Row1906,0
Row1907,0
Row1908,0
Row1914,0
Row1915,0
Row1916,0
Row1918,0
Row1920,0
Row1922,0
Row1930,0
Row1932,0
Row1940,0
Row1948,0
Row1949,0
Row1951,0
Row1955,0
Row1964,0
Row1968,0
Row1969,0
Row1971,0
Row1974,0
Row1978,0
Row1984,0
Row1988,0
Row1989,0
Row1993,0
Row1994,0
Row2006,0
Row2011,0
Row2012,0
Row2014,0
Row2018,0
Row2019,0
Row2028,0
Row2030,0
Row2034,0
Row2035,0
Row2037,0
Row2042,0
Row2046,0
Row2048,0
Row2051,0
Row2053,0
Row2054,0
Row2063,0
Row2066,0
Row2068,0
Row2070,0
Row2073,0
Row2075,0
Row2076,0
Row2079,0
Row2086,0
Row2087,0
Row2091,0
Row2092,0
Row2094,0
Row2096,0
Row2100,0
Row2101,0
Row2102,0
Row2107,0
Row2110,0
Row2112,0
Row2114,0
Row2115,0
Row2122,0
Row2124,0
Row2127,0
Row2134,0
Row2137,0
Row2139,0
Row2142,0
Row2145,0
Row2147,0
Row2153,0
Row2158,0
Row2167,0
Row2169,0
Row2174,0
Row2177,0
Row2179,0
Row2190,0
Row2192,0
Row2194,0
Row2197,0
Row2199,0
Row2201,0
Row2208,0
Row2209,0
Row2211,0
Row2214,0
Row2215,0
Row2216,0
Row2217,0
Row2219,0
Row2220,0
Row2222,0
Row2224,0
Row2226,0
Row2231,0
Row2232,0
Row2233,0
Row2236,0
Row2237,0
Row2238,0
Row2239,0
Row2241,0
Row2242,0
Row2254,0
Row2255,0
Row2256,0
Row2258,0
Row2265,0
Row2267,0
Row2271,0
Row2281,0
Row2284,0
Row2286,0
Row2288,0
Row2295,0
Row2297,0
Row2298,0
Row2299,0
Row2300,0
Row2301,0
Row2315,0
Row2317,0
Row2327,0
Row2329,0
Row2331,0
Row2335,0
Row2341,0
Row2343,0
Row2348,0
Row2349,0
Row2350,0
Row2363,0
Row2369,0
Row2370,0
Row2372,0
Row2373,0
Row2374,0
Row2376,0
Row2381,0
Row2382,0
Row2388,0
Row2389,0
Row2393,0
Row2413,0
Row2417,0
Row2419,0
Row2440,0
Row2441,0
Row2442,0
Row2444,0
Row2448,0
Row2449,0
Row2454,0
Row2455,0
Row2461,0
Row2463,0
Row2465,0
Row2466,0
Row2470,0
Row2474,0
Row2478,0
Row2479,0
Row2481,0
Row2482,0
Row2487,0
Row2488,0
Row2494,0
Row2497,0
Row2498,0
Row2499,0
Row2508,0
Row2511,0
Row2513,0
Row2518,0
Row2534,0
Row2535,0
Row2536,0
Row2539,0
Row2541,0
Row2543,0
Row2544,0
Row2545,0
Row2549,0
Row2550,0
Row2552,0
Row2554,0
Row2560,0
Row2564,0
Row2565,0
Row2571,0
Row2574,0
Row2577,0
Row2579,0
Row2581,0
Row2590,0
Row2592,0
Row2596,0
Row2598,0
Row2599,0
Row2602,0
Row2603,0
Row2613,0
Row2617,0
Row2618,0
Row2624,0
Row2629,0
Row2633,0
Row2635,0
Row2637,0
Row2640,0
Row2646,0
Row2647,0
Row2648,0
Row2651,0
Row2652,0
Row2656,0
Row2657,0
Row2660,0
Row2666,0
Row2670,0
Row2684,0
Row2686,0
Row2687,0
Row2691,0
Row2696,0
Row2700,0
Row2704,0
Row2706,0
Row2712,0
Row2714,0
Row2717,0
Row2718,0
Row2725,0
Row2726,0
Row2729,0
Row2736,0
Row2739,0
Row2740,0
Row2742,0
Row2750,0
Row2751,0
Row2756,0
Row2757,0
Row2758,0
Row2759,0
Row2769,0
Row2770,0
Row2773,0
Row2777,0
Row2778,0
Row2780,0
Row2783,0
Row2784,0
Row2788,0
Row2794,0
Row2796,0
Row2799,0
Row2800,0
Row2801,0
Row2803,0
Row2805,0
Row2807,0
Row2812,0
Row2815,0
Row2817,0
Row2818,0
Row2819,0
Row2823,0
Row2826,0
Row2827,0
Row2828,0
Row2829,0
Row2833,0
Row2835,0
Row2837,0
Row2839,0
Row2842,0
Row2843,0
Row2847,0
Row2849,0
Row2853,0
Row2865,0
Row2867,0
Row2868,0
Row2873,0
Row2875,0
Row2880,0
Row2882,0
Row2884,0
Row2885,0
Row2886,0
Row2889,0
Row2891,0
Row2894,0
Row2899,0
Row2902,0
Row2903,0
Row2905,0
Row2908,0
Row2913,0
Row2917,0
Row2918,0
Row2923,0
Row2928,0
Row2931,0
Row2932,0
Row2937,0
Row2942,0
Row2943,0
Row2945,0
Row2954,0
Row2958,0
Row2965,0
Row2968,0
Row2974,0
Row2975,0
Row2977,0
Row2981,0
Row2982,0
Row2991,0
Row2998,0
Row3001,0
Row3010,0
Row3017,0
Row3018,0
Row3019,0
Row3030,0
Row3031,0
Row3037,0
Row3039,0
Row3041,0
Row3045,0
Row3047,0
Row3048,0
Row3055,0
Row3056,0
Row3057,0
Row3058,0
Row3062,0
Row3064,0
Row3070,0
Row3076,0
Row3077,0
Row3079,0
Row3080,0
Row3082,0
Row3083,0
Row3086,0
Row3089,0
Row3093,0
Row3097,0
Row3098,0
Row3100,0
Row3102,0
Row3106,0
Row3108,0
Row3109,0
Row3120,0
Row3127,0
Row3128,0
Row3129,0
Row3133,0
Row3135,0
Row3137,0
Row3138,0
Row3140,0
Row3143,0
Row3144,0
Row3145,0
Row3147,0
Row3152,0
Row3155,0
Row3160,0
Row3162,0
Row3171,0
Row3172,0
Row3178,0
Row3179,0
Row3183,0
Row3188,0
Row3192,0
Row3194,0
Row3195,0
Row3199,0
Row3202,0
Row3203,0
Row3208,0
Row3210,0
Row3218,0
Row3220,0
Row3223,0
Row3224,0
Row3225,0
Row3226,0
Row3228,0
Row3229,0
Row3230,0
Row3234,0
Row3236,0
Row3237,0
Row3238,0
Row3240,0
Row3247,0
Row3256,0
Row3257,0
Row3258,0
Row3266,0
Row3269,0
Row3272,0
Row3274,0
Row3279,0
Row3284,0
Row3289,0
Row3297,0
Row3298,0
Row3302,0
Row3304,0
Row3307,0
Row3308,0
Row3309,0
Row3313,0
Row3317,0
Row3321,0
Row3325,0
Row3327,0
Row3339,0
Row3340,0
Row3341,0
Row3343,0
Row3350,0
Row3352,0
Row3353,0
Row3354,0
Row3356,0
Row3357,0
Row3358,0
Row3368,0
Row3370,0
Row3373,0
Row3374,0
Row3385,0
Row3387,0
Row3391,0
Row3401,0
Row3403,0
Row3405,0
Row3415,0
Row3417,0
Row3420,0
Row3422,0
Row3423,0
Row3424,0
Row3425,0
Row3426,0
Row3427,0
Row3435,0
Row3436,0
Row3439,0
Row3445,0
Row3455,0
Row3463,0
Row3468,0
Row3469,0
Row3472,0
Row3477,0
Row3481,0
Row3482,0
Row3486,0
Row3487,0
Row3496,0
Row3500,0
Row3507,0
Row3511,0
Row3512,0
Row3513,0
Row3515,0
Row3522,0
Row3523,0
Row3525,0
Row3531,0
Row3534,0
Row3537,0
Row3539,0
Row3544,0
Row3546,0
Row3551,0
Row3552,0
Row3559,0
Row3561,0
Row3562,0
Row3564,0
Row3565,0
Row3566,0
Row3567,0
Row3579,0
Row3580,0
Row3582,0
Row3586,0
Row3591,0
Row3601,0
Row3603,0
Row3605,0
Row3606,0
Row3610,0
Row3620,0
Row3623,0
Row3624,0
Row3627,0
Row3628,0
Row3629,0
Row3630,0
Row3632,0
Row3634,0
Row3636,0
Row3641,0
Row3643,0
Row3647,0
Row3648,0
Row3649,0
Row3650,0
Row3651,0
Row3656,0
Row3658,0
Row3662,0
Row3670,0
Row3675,0
Row3678,0
Row3680,0
Row3682,0
Row3695,0
Row3696,0
Row3698,0
Row3705,0
Row3708,0
Row3712,0
Row3714,0
Row3727,0
Row3729,0
Row3734,0
Row3735,0
Row3738,0
Row3747,0
Row3749,0
Row3750,0
Row3752,0
Row3753,0
Row3754,0
Row3757,0
Row3758,0
Row3759,0
Row3760,0
Row3763,0
Row3766,0
Row3767,0
Row3770,0
Row3772,0
Row3779,0
Row3780,0
Row3781,0
Row3782,0
Row3783,0
Row3785,0
Row3788,0
Row3791,0
Row3794,0
Row3797,0
Row3804,0
Row3822,0
Row3828,0
Row3829,0
Row3830,0
Row3833,0
Row3836,0
Row3837,0
Row3841,0
Row3843,0
Row3844,0
Row3846,0
Row3848,0
Row3851,0
Row3860,0
Row3862,0
Row3864,0
Row3865,0
Row3869,0
Row3871,0
Row3875,0
Row3877,0
Row3878,0
Row3882,0
Row3886,0
Row3899,0
Row3900,0
Row3901,0
Row3904,0
Row3908,0
Row3914,0
Row3915,0
Row3918,0
Row3919,0
Row3920,0
Row3927,0
Row3931,0
Row3934,0
Row3935,0
Row3943,0
Row3947,0
Row3950,0
Row3952,0
Row3961,0
Row3963,0
Row3965,0
Row3969,0
Row3970,0
Row3981,0
Row3982,0
Row3984,0
Row3985,0
Row3986,0
Row3987,0
Row3988,0
Row3991,0
Row3995,0
Row3997,0
Row3999,0
Row4004,0
Row4005,0
Row4015,0
Row4017,0
Row4020,0
Row4023,0
Row4027,0
Row4029,0
Row4030,0
Row4033,0
Row4035,0
Row4040,0
Row4046,0
Row4050,0
Row4056,0
Row4073,0
Row4074,0
Row4075,0
Row4076,0
Row4078,0
Row4079,0
Row4080,0
Row4090,0
Row4091,0
Row4096,0
Row4097,0
Row4102,0
Row4104,0
Row4111,0
Row4112,0
Row4113,0
Row4118,0
Row4125,0
Row4134,0
Row4136,0
Row4145,0
Row4148,0
Row4150,0
Row4151,0
Row4156,0
Row4174,0
Row4175,0
Row4178,0
Row4181,0
Row4185,0
Row4187,0
Row4188,0
Row4192,0
Row4195,0
Row4197,0
Row4203,0
Row4208,0
Row4214,0
Row4219,0
Row4220,0
Row4222,0
Row4223,0
Row4225,0
Row4226,0
Row4227,0
Row4229,0
Row4237,0
Row4239,0
Row4246,0
Row4249,0
Row4251,0
Row4255,0
Row4259,0
Row4266,0
Row4269,0
Row4272,0
Row4273,0
Row4275,0
Row4279,0
Row4281,0
Row4286,0
Row4287,0
Row4292,0
Row4294,0
Row4295,0
Row4298,0
Row4300,0
Row4301,0
Row4302,0
Row4304,0
Row4310,0
Row4311,0
Row4312,0
Row4314,0
Row4318,0
Row4320,0
Row4333,0
Row4336,0
Row4338,0
Row4339,0
Row4344,0
Row4346,0
Row4353,0
Row4359,0
Row4360,0
Row4361,0
Row4370,0
Row4371,0
Row4373,0
Row4375,0
Row4378,0
Row4381,0
Row4382,0
Row4386,0
Row4388,0
Row4391,0
Row4393,0
Row4401,0
Row4403,0
Row4407,0
Row4409,0
Row4410,0
Row4412,0
Row4413,0
Row4417,0
Row4418,0
Row4427,0
Row4432,0
Row4434,0
Row4436,0
Row4441,0
Row4444,0
Row4446,0
Row4447,0
Row4448,0
Row4449,0
Row4450,0
Row4459,0
Row4471,0
Row4476,0
Row4478,0
Row4486,0
Row4489,0
Row4492,0
Row4499,0
Row4500,0
Row4502,0
Row4503,0
Row4517,0
Row4520,0
Row4533,0
Row4534,0
Row4538,0
Row4539,0
Row4545,0
Row4546,0
Row4550,0
Row4556,0
Row4558,0
Row4560,0
Row4564,0
Row4565,0
Row4566,0
Row4568,0
Row4569,0
Row4572,0
Row4573,0
Row4577,0
Row4580,0
Row4581,0
Row4587,0
Row4591,0
Row4592,0
Row4593,0
Row4605,0
Row4607,0
Row4609,0
Row4611,0
Row4612,0
Row4617,0
Row4620,0
Row4625,0
Row4626,0
Row4628,0
Row4632,0
Row4633,0
Row4635,0
Row4638,0
Row4646,0
Row4650,0
Row4653,0
Row4659,0
Row4662,0
Row4667,0
Row4670,0
Row4671,0
Row4673,0
Row4678,0
Row4683,0
Row4685,0
Row4689,0
Row4692,0
Row4693,0
Row4701,0
Row4704,0
Row4706,0
Row4710,0
Row4712,0
Row4713,0
Row4724,0
Row4725,0
Row4727,0
Row4735,0
Row4736,0
Row4741,0
Row4744,0
Row4747,0
Row4753,0
Row4754,0
Row4764,0
Row4767,0
Row4772,0
Row4773,0
Row4782,0
Row4783,0
Row4786,0
Row4787,0
Row4792,0
Row4796,0
Row4797,0
Row4800,0
Row4805,0
Row4808,0
Row4809,0
Row4812,0
Row4814,0
Row4815,0
Row4816,0
Row4820,0
Row4824,0
Row4825,0
Row4827,0
Row4839,0
Row4840,0
Row4844,0
Row4845,0
Row4849,0
Row4850,0
Row4851,0
Row4853,0
Row4856,0
Row4860,0
Row4865,0
Row4866,0
Row4878,0
Row4879,0
Row4880,0
Row4883,0
Row4885,0
Row4887,0
Row4888,0
Row4893,0
Row4895,0
Row4897,0
Row4902,0
Row4905,0
Row4918,0
Row4920,0
Row4922,0
Row4924,0
Row4926,0
Row4927,0
Row4928,0
Row4931,0
Row4933,0
Row4935,0
Row4936,0
Row4944,0
Row4946,0
Row4949,0
Row4950,0
Row4952,0
Row4954,0
Row4957,0
Row4959,0
Row4962,0
Row4964,0
Row4965,0
Row4968,0
Row4970,0
Row4973,0
Row4976,0
Row4977,0
Row4978,0
Row4989,0
Row4992,0
Row4994,0
Row4999,0
Row5003,0
Row5004,0
Row5011,0
Row5012,0
Row5021,0
Row5022,0
Row5025,0
Row5031,0
Row5033,0
Row5038,0
Row5043,0
Row5048,0
Row5049,0
Row5050,0
Row5051,0
Row5053,0
Row5058,0
Row5060,0
Row5062,0
Row5065,0
Row5067,0
Row5068,0
Row5070,0
Row5073,0
Row5076,0
Row5079,0
Row5081,0
Row5083,0
Row5085,0
Row5090,0
Row5093,0
Row5103,0
Row5104,0
Row5106,0
Row5109,0
Row5110,0
Row5114,0
Row5117,0
Row5126,0
Row5129,0
Row5133,0
Row5134,0
Row5136,0
Row5138,0
Row5140,0
Row5146,0
Row5148,0
Row5150,0
Row5155,0
Row5161,0
Row5162,0
Row5169,0
Row5170,0
Row5175,0
Row5180,0
Row5181,0
Row5187,0
Row5191,0
Row5193,0
Row5198,0
Row5199,0
Row5200,0
Row5201,0
Row5202,0
Row5203,0
Row5204,0
Row5209,0
Row5220,0
Row5223,0
Row5226,0
Row5227,0
Row5228,0
Row5231,0
Row5232,0
Row5234,0
Row5236,0
Row5240,0
Row5253,0
Row5258,0
Row5259,0
Row5260,0
Row5261,0
Row5264,0
Row5267,0
Row5268,0
Row5272,0
Row5274,0
Row5276,0
Row5279,0
Row5281,0
Row5284,0
Row5286,0
Row5293,0
Row5296,0
Row5301,0
Row5303,0
Row5305,0
Row5308,0
Row5309,0
Row5316,0
Row5319,0
Row5326,0
Row5327,0
Row5330,0
Row5332,0
Row5334,0
Row5337,0
Row5340,0
Row5354,0
Row5359,0
Row5362,0
Row5363,0
Row5364,0
Row5368,0
Row5373,0
Row5378,0
Row5379,0
Row5382,0
Row5385,0
Row5388,0
Row5391,0
Row5392,0
Row5394,0
Row5399,0
Row5403,0
Row5404,0
Row5418,0
Row5422,0
Row5423,0
Row5425,0
Row5432,0
Row5433,0
Row5437,0
Row5450,0
Row5452,0
Row5454,0
Row5455,0
Row5456,0
Row5457,0
Row5460,0
Row5462,0
Row5471,0
Row5476,0
Row5479,0
Row5481,0
Row5484,0
Row5494,0
Row5496,0
Row5501,0
Row5504,0
Row5508,0
Row5509,0
Row5510,0
Row5511,0
Row5512,0
Row5513,0
Row5515,0
Row5520,0
Row5527,0
Row5531,0
Row5533,0
Row5537,0
Row5540,0
Row5544,0
Row5546,0
Row5554,0
Row5558,0
Row5564,0
Row5568,0
Row5575,0
Row5576,0
Row5580,0
Row5583,0
Row5597,0
Row5603,0
Row5611,0
Row5612,0
Row5614,0
Row5619,0
Row5620,0
Row5623,0
Row5624,0
Row5625,0
Row5630,0
Row5631,0
Row5632,0
Row5638,0
Row5640,0
Row5650,0
Row5654,0
Row5662,0
Row5667,0
Row5676,0
Row5677,0
Row5680,0
Row5682,0
Row5686,0
Row5687,0
Row5689,0
Row5690,0
Row5692,0
Row5694,0
Row5696,0
Row5698,0
Row5701,0
Row5705,0
Row5709,0
Row5713,0
Row5720,0
Row5721,0
Row5727,0
Row5731,0
Row5744,0
Row5747,0
Row5769,0
Row5771,0
Row5774,0
Row5779,0
Row5794,0
Row5798,0
Row5799,0
Row5812,0
Row5818,0
Row5819,0
Row5820,0
Row5824,0
Row5833,0
Row5834,0
Row5838,0
Row5843,0
Row5846,0
Row5849,0
Row5850,0
Row5851,0
Row5853,0
Row5857,0
Row5865,0
Row5867,0
Row5871,0
Row5875,0
Row5883,0
Row5891,0
Row5892,0
Row5896,0
Row5897,0
Row5901,0
Row5903,0
Row5904,0
Row5905,0
Row5909,0
Row5910,0
Row5912,0
Row5921,0
Row5924,0
Row5929,0
Row5931,0
Row5934,0
Row5937,0
Row5941,0
Row5947,0
Row5949,0
Row5950,0
Row5952,0
Row5955,0
Row5957,0
Row5958,0
Row5961,0
Row5972,0
Row5975,0
Row5982,0
Row5986,0
Row5995,0
Row5996,0
Row6002,0
Row6003,0
Row6011,0
Row6013,0
Row6020,0
Row6021,0
Row6025,0
Row6026,0
Row6028,0
Row6030,0
Row6038,0
Row6050,0
Row6054,0
Row6058,0
Row6062,0
Row6064,0
Row6069,0
Row6070,0
Row6073,0
Row6074,0
Row6076,0
Row6082,0
Row6085,0
Row6087,0
Row6089,0
Row6095,0
Row6102,0
Row6107,0
Row6114,0
Row6116,0
Row6119,0
Row6134,0
Row6136,0
Row6138,0
Row6140,0
Row6148,0
Row6149,0
Row6150,0
Row6151,0
Row6153,0
Row6154,0
Row6157,0
Row6158,0
Row6159,0
Row6160,0
Row6161,0
Row6162,0
Row6163,0
Row6164,0
Row6169,0
Row6187,0
Row6189,0
Row6190,0
Row6192,0
Row6200,0
Row6203,0
Row6204,0
Row6206,0
Row6208,0
Row6211,0
Row6213,0
Row6215,0
Row6224,0
Row6225,0
Row6232,0
Row6236,0
Row6240,0
Row6243,0
Row6247,0
Row6251,0
Row6254,0
Row6255,0
Row6259,0
Row6261,0
Row6265,0
Row6270,0
Row6272,0
Row6274,0
Row6277,0
Row6279,0
Row6282,0
Row6285,0
Row6286,0
Row6293,0
Row6296,0
Row6298,0
Row6300,0
Row6302,0
Row6308,0
Row6310,0
Row6311,0
Row6312,0
Row6313,0
Row6316,0
Row6317,0
Row6322,0
Row6323,0
Row6324,0
Row6326,0
Row6327,0
Row6329,0
Row6330,0
Row6331,0
Row6335,0
Row6337,0
Row6344,0
Row6345,0
Row6346,0
Row6347,0
Row6348,0
Row6350,0
Row6354,0
Row6356,0
Row6358,0
Row6359,0
Row6365,0
Row6367,0
Row6371,0
Row6374,0
Row6378,0
Row6381,0
Row6382,0
Row6388,0
Row6394,0
Row6395,0
Row6396,0
Row6400,0
Row6402,0
Row6405,0
Row6406,0
Row6407,0
Row6411,0
Row6412,0
Row6413,0
Row6416,0
Row6417,0
Row6419,0
Row6422,0
Row6426,0
Row6428,0
Row6429,0
Row6431,0
Row6433,0
Row6434,0
Row6438,0
Row6439,0
Row6443,0
Row6444,0
Row6446,0
Row6447,0
Row6450,0
Row6451,0
Row6452,0
Row6455,0
Row6457,0
Row6459,0
Row6461,0
Row6464,0
Row6468,0
Row6473,0
Row6475,0
Row6477,0
Row6484,0
Row6487,0
Row6491,0
Row6492,0
Row6493,0
Row6499,0
Row6501,0
Row6507,0
Row6509,0
Row6513,0
Row6516,0
Row6521,0
Row6529,0
Row6531,0
Row6536,0
Row6537,0
Row6543,0
Row6545,0
Row6546,0
Row6551,0
Row6559,0
Row6564,0
Row6566,0
Row6568,0
Row6575,0
Row6580,0
Row6584,0
Row6586,0
Row6591,0
Row6592,0
Row6605,0
Row6606,0
Row6607,0
Row6608,0
Row6614,0
Row6616,0
Row6617,0
Row6618,0
Row6620,0
Row6638,0
Row6640,0
Row6641,0
Row6642,0
Row6643,0
Row6644,0
Row6645,0
Row6646,0
Row6652,0
Row6655,0
Row6658,0
Row6659,0
Row6661,0
Row6663,0
Row6664,0
Row6670,0
Row6673,0
Row6682,0
Row6683,0
Row6684,0
Row6687,0
Row6696,0
Row6698,0
Row6699,0
Row6700,0
Row6704,0
Row6709,0
Row6712,0
Row6715,0
Row6716,0
Row6717,0
Row6724,0
Row6726,0
Row6727,0
Row6739,0
Row6741,0
Row6742,0
Row6744,0
Row6746,0
Row6747,0
Row6749,0
Row6762,0
Row6764,0
Row6766,0
Row6771,0
Row6781,0
Row6785,0
Row6786,0
Row6787,0
Row6791,0
Row6793,0
Row6800,0
Row6803,0
Row6804,0
Row6805,0
Row6807,0
Row6809,0
Row6813,0
Row6814,0
Row6815,0
Row6817,0
Row6819,0
